weekday;hour;minute;100 kW ≤ P < 200 kW;12 kW ≤ P < 25 kW;25 kW ≤ P < 100 kW;4 kW ≤ P < 12 kW;P < 4 kW;P ≥ 200 kW
4;17;0;0.03731149020356455;0.012623966922724739;0.020937729766415926;0.011614718312982757;0.012868000769674813;0.04131827294508826
4;18;0;0.028977980889073534;0.010440680388256044;0.015660297239915074;0.011592086921772294;0.011412404996523531;0.03298143249190298
4;19;0;0.02102929203693118;0.008124669733647527;0.011800946793811865;0.011451071398000818;0.007685986368250592;0.02333670473888053
4;20;0;0.014806081936233291;0.0064323759796023425;0.008698603020191166;0.008915389343353376;0.005978931384644586;0.01730816376562883
4;21;0;0.01158193078834109;0.004664288186511416;0.006080597726730784;0.006588704536992041;0.004663363450888954;0.013535965598123534
4;22;0;0.007566907854589835;0.0031151199335265724;0.004353276353276353;0.004036491898723036;0.0029925187032418953;0.00916509422403019
4;23;0;0.005164823737391244;0.002302969953918668;0.0030765936586107994;0.0031345594622153405;0.0015922414417022508;0.006415197553273491
5;0;0;0.003194999131793714;0.001660451205206132;0.0022774268475766932;0.0019077598130395382;0.002209785506689405;0.003206709422792304
5;1;0;0.0031024505873740718;0.0011512041554776642;0.001399785516735339;0.0010276058053384756;0.0008660716433709433;0.003760235509487173
5;2;0;0.0030153888811867463;0.0008822363405814767;0.0015564025515913363;0.0007158915361525226;0.001049092773181374;0.00355775169857937
5;3;0;0.0032580628390205014;0.00092727810490437;0.0018143298248777299;0.0005341982256987503;0.0008678044547295343;0.003175068386088316
5;4;0;0.0054469776125794355;0.00114433271567506;0.0026318476250978434;0.00047447933800642757;0.0013073477787192834;0.0064409095344979015
5;5;0;0.008798775822494262;0.0020783919585399017;0.004296504259563416;0.0007373678488711025;0.0020686503259326966;0.01023882303238152
5;6;0;0.01611922669399524;0.004482469670314105;0.00796581857024352;0.001983681294866157;0.005357826253348641;0.018509402382593285
5;7;0;0.02127733305610424;0.007984302113809676;0.013584293582941913;0.0032429273075218943;0.011019547719432733;0.02481124517491685
5;8;0;0.032613350233808944;0.010924722598283903;0.020357011513762766;0.005341782178217822;0.014868268113134443;0.037637706406261504
5;9;0;0.040132848771496636;0.013312982822478359;0.024386637396635463;0.008162749956597907;0.017620931530788086;0.045947225475294645
5;10;0;0.04576268292266448;0.014813981345391553;0.02851270785797999;0.009554049571110374;0.019084332762231107;0.053391472868217056
5;11;0;0.0464466561899773;0.015596347965707035;0.02892890802684079;0.012978388327040206;0.017448726291181646;0.05232126046672943
5;12;0;0.04506983386158615;0.01626193755231538;0.027637133202107204;0.014006303153160286;0.017708804417680243;0.04966260498082431
5;13;0;0.04647552013249146;0.016428140387293105;0.027872874425425114;0.013706399171152558;0.017101929448450594;0.047658945293247906
5;14;0;0.04396401374522975;0.014998259348738033;0.026486165000424822;0.01285992433476327;0.016633415859433214;0.049285696960877055
5;15;0;0.03965647026620133;0.014111717055517232;0.02537700802361283;0.011243292353993356;0.01589771014633672;0.043003913894324855
5;16;0;0.03568251975095485;0.013010537857443615;0.022889146607077193;0.01021883920076118;0.014235564701609974;0.04079116109302555
5;17;0;0.03223002572839163;0.011308163701462972;0.017821759628305282;0.009265260990582225;0.013833895488096984;0.03515304982497952
5;18;0;0.02369118334689919;0.008851070987120664;0.014340834201706705;0.00998164951202941;0.00942223072508131;0.025128469917139976
5;19;0;0.017510165239207544;0.006970271378346688;0.011515683885409878;0.008313396751652265;0.007220388095860153;0.01768303165753862
5;20;0;0.012481416173979186;0.00562152891775995;0.008281995146207763;0.006711114183198336;0.005454984310885831;0.012948967282932473
5;21;0;0.009533053697091553;0.004250691043065766;0.006483770770980317;0.004842553461917321;0.004001832164123333;0.011194491913713252
5;22;0;0.006624363712432885;0.003055292410351639;0.004228855721393035;0.0035658668361671702;0.003873651993017862;0.0076155849260551274
5;23;0;0.004478078244871038;0.002158427377716166;0.0033795852636473436;0.002045990584654439;0.0027889978842085016;0.0044720496894409935
6;0;0;0.003053488089661514;0.0014623828789676102;0.0022677922475522016;0.0016119906820617044;0.001199184554502938;0.0034458145659504295
6;1;0;0.0022931795281609397;0.001047693897825706;0.0019020123970450878;0.0009483017496167281;0.0011048662151126483;0.0021145807720678632
6;2;0;0.0018550007729169888;0.0008013639490312462;0.0014630411976523292;0.0007791121921556704;0.0006235610130468151;0.0017010108864696735
6;3;0;0.0019000898224279692;0.0007716053013048128;0.001223303940058107;0.00032374888512945194;0.00111428709849329;0.0014749262536873156
6;4;0;0.0033667141900132263;0.0009353476642368768;0.0016902910363526015;0.0004925424028491683;0.0006229633889208358;0.00416891461081956
6;5;0;0.005229890033769158;0.0013291371590477652;0.0026164667504842165;0.0005849534867630686;0.000962139798912782;0.006167619995026113
6;6;0;0.010422257232388635;0.0028631085636142226;0.005514445696297848;0.0009508595770576601;0.003632752900147732;0.011397690985015967
6;7;0;0.017807840971838764;0.0049967568373416905;0.009302167868526346;0.001987018148099086;0.006618387607309002;0.01934169509830392
6;8;0;0.028129103600801713;0.007297756404570861;0.013765788667340014;0.003324594399483263;0.010796027062041169;0.030258141285606742
6;9;0;0.036244965976947645;0.009061285351407464;0.018175291858722714;0.004216484355125922;0.012804406648627755;0.04135467136494886
6;10;0;0.04660120059682848;0.010742928894793165;0.022260806614898227;0.005869751903894609;0.01338552237363487;0.05225595150804126
6;11;0;0.04943124499947821;0.012074484748531419;0.02402983638658268;0.0076098997935444895;0.01439806125115826;0.05672637430512662
6;12;0;0.04846655564807105;0.012991533106452168;0.025289144518319585;0.0077523298057178966;0.015503875968992248;0.05717102020699852
6;13;0;0.0505857573067349;0.013089729102417905;0.02563071152985434;0.007955307830986275;0.01574308825304841;0.0576271186440678
6;14;0;0.05210623669423795;0.012652319136055102;0.02399214265843841;0.008808430836453643;0.01609570941238649;0.060995184590690206
6;15;0;0.050177972837543626;0.012097736380986447;0.023273354164421937;0.009275241364921;0.01394979039175059;0.057478353109504894
6;16;0;0.044920308303979355;0.010951402719582677;0.022007176992806;0.00876420301519002;0.012806728310993238;0.05230577998756992
6;17;0;0.03587256895562855;0.009150940249715443;0.017533051101326566;0.007683688170321754;0.010881864361894214;0.0411470408785845
6;18;0;0.027192785446504154;0.007426540851859798;0.014381210067983902;0.006449185790293975;0.00763633743966573;0.03106143040854684
6;19;0;0.020303335300038177;0.005962632660090966;0.010407879437313331;0.006243427347917121;0.005892835927290009;0.023207749196942153
6;20;0;0.012562285072636676;0.004671737786584987;0.007065374561249313;0.00575001660483343;0.0039780720904283706;0.014031273930979965
6;21;0;0.007720403676712424;0.003314102021931761;0.004852989646197734;0.004134896248245514;0.0028353797726890454;0.008269344359125812
6;22;0;0.004229586129753915;0.002428123035541893;0.0029980088695809575;0.002374815555991818;0.0019655784074020808;0.0046202998279675596
6;23;0;0.002447167403730182;0.0015791672743901836;0.0019932911514958227;0.0018850978886268933;0.001049618320610687;0.002898550724637681
